sentence,label
frappedog first hey good art style good sona follow current talk plz,1
yadavpooja tum jaise logo ke hi karn sp ki ye halt hui hai jo jyada hi apne aap ko smjhdar smjhte hai par hote nh,0
harsimratbadal akali dal mofpi goi may blessings waheguru ji always shower,1
rt surajtiwarisur love u man lovely pic hamare dharam paji ek chhote bachche ki tarah muskura rhe,1
cricketaakash curious see tomorrow news paper eager ramizspeaks wivspak pakista,1
talhaghouri nzmalik kuch zayada hi garaj chamak nhi rahe president sb ye na ho us din,0
emotional lines ammi nahi jaraaha dahii lene idhar dy paisy,1
jab zee news wale bare hin besharmi k sath congress party ka virodh kar sakati hai jab congress ne apne spoke p,0
jadafacer happy june st u jada also happy saturday u ur family also dad birthday toda,1
sakhtdil krati nhi mast acting krta banda great personality aur balika vadhu ki jitni trp thi kisi,1
shristiiiiiiiii south africa team bekar h jab tak ushme,0
amishdevgan smritiirani amitshah soniya dhoort lady hai ye vakt mazak karne ka nahi balki shaq karne ka hai,0
rt rakeshhemnani shiprocketindia ek number ke bade chor hai yeah sabse,0
saim riz months hogaye hen dulhan ki mehndi nahi utri ab tak se lame argument koi,0
rt vishalinsan prial gurmeetramrahim best luck nice day dhan dhan satguru tera,1
amishdevgan cnbc awaaz avanishojha gdutttweets shahnawazbjp tijarawala tujh jaisa bhadave dalal sala apne ko,0
smitaprakash maam without playing single game put countries ahead india,0
taslim chhipa khanumarfa remaining controlling media hate killers criminals bank,0
acharyapramodk duracharya tum kahena chahate ho ki hindustanis medias kutte ki dum jaisee hin jo kabhi sidhee nahi,0
ignore amblingmedico shahneel duafatimah jabh sarkaar aap ki bhe shadi ho jayegi aap ko ptaaa chal,1
micks happy happy birthday maula khushiaan dikhaye great year ahead prayer mother may,1
yes ye yes yes ye sye,1
theskindoctor sherryontopp resign de kar karlo bhaduri wali baat warna rehne tum,0
hahahaha iss chutiye ne apna hi jhand kar diya yahaan saale jo search karoge wahi suggestions form ads aay,0
antraal wamancmeshram conclusion aap nhi,0
aaj hamre des ka aan ban san shri narendra modi jee ka sapth grahan hai please inhe sabhi log duaan kare,1
haha wen love tweet gets rt varmmv teekhalal panipuri wala chai wala also aur koi bacha bai bhai,0
imrankhanpti khan sab jumah tul widah hai aj bohat mubarak din hai ye mubarak din py allah pak se guzarish h,1
nahi yeh janwar jaha bhi dikhe mujhe tag karo phir saale ki purey khandan ki aisi taisi karr dunga ai,0
alimdar kuty bezmr rhnonaaaa ye allah ass bezamerooo awr munfiqo sy pakistan ki awam ki jannn jld,0
narendramodi amitshah bjp india myogiadityanath congratulations mps sabka saath sabka vikas sabka,1
omthanvi rss ne saal lagaye hain iss desh ki murkh janta phd bhi ho saktein hain ko itihas aur vigyan padhan,0
sardanarohit call opposition bunch losers even consider themselve,0
bhai run hamare yaha mohelle k ladke bana lete hai kheir inshallha boys played well,0
effucktivehumor desimojito ghor saazish opposition kejri insaaf ka devta hai ye sab bjp walo ki,0
khsaad rafique q k ap k mutabik aj k bad bijli gae ka zimydaar nahi hon ga ap aisy e temporary kaam kr,0
sudhirkumard raghibmohammadi sonamjain bharat ke musalman darey huey nahi hai unhe tum jaise,0
sachin sudhirbhartiya shahid siddiqui pagal ho gaye ho kya bc bc tere ghar gali nahi samjhi jati ho mha,0
lahu may bheegi hui aasteen jeet gayi chunav haar gaye sab machine jeet gayi good evening frie,1
aisee nahoosat phelai hai hamari team nay kay world cup mein teams one hundred say ooper janay ko,0
rt mir haadi rimshajafri happy birthday dear may live long allah bhout c,1
hanumanbeniwal great leader sweet person ye chehra mantri ka ni mukhmantri ka h g chlte rho,1
sahinrahman jannat jee vaiya status ta theke amra dore nilam,1
circleofcricket imraina wtf u gone mad guys former indian cricketer chutiye ho kya tera,0
jo ram ka virodhi hai wo mit jata hai ravan jaisa maha bali mara gaya aur jo suppnakha ka hall hua wo sara sansar j,0
tatti teri shakal ki tarah,0
miftahismail khawajamasif lanatullahi alal kazibeen johooton par allah ki lanat chor ka gawah,0
ashutosh b kalu mama tum rote hi rehte ho yaha hindu thelewale ki muslim logo ne milkar pit pit ke hatya kar,0
yaar beliy abu shalwar exactly sab chalta hai ups downs,1
kpmaurya bjp india bjp yuvaou ke chahete mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai,1
iamspeaks gadhi ki aulad islam ko modi ke ane se jane se kuch fark nai padta islam kal bhi faila tha aaj bhi fela,0
yo lae soratohoshi alina ae happy birthday sora,1
majorpoonia mehboobamufti sir assam rifles best force phir ek bar kashmir bhejna chahiye inke totte udd jay,0
ndtvindia fir dono ki matching krane chunav aayog ko problem kyo h chunav aayog ka kya,0
proves bjp gunda party apologise congress n rahul gandhi wish,0
good night kuch samj aye smaj jana frands wrna bharta mata ki jai,1
nsitharaman vanakkam congratulations happy back jai,1
kya bat hai wah bahot khub aisee jajba har hindustani aur har bachon mein hona jarur hai jaihind bharat mata,1
supriyobabul dear sir jo bara tmc neta bjp se jog dekar party ko kharap karta hai osko hum,0
anjanaomkashyap sab sahi aunty ji kya kare emv ko aap jaise patrokaro ne sachai ko hara diya nahi bjp,0
ab bologe jub election ho chuka desh modi ne jo duboya wo duboya par tum jaise chatukaro ka bahut bada,0
icc cricketworldcup days go da best teams jo team best dega wohi wc ji,1
ichbinujjaini abvp full gawars jinka padhaai se koi,0
yaadein mithai ke dibbe ki tarah hoti hai ek baar khula toh sirf ek tukda nahi kha paoge yearsofyjhd,1
rt markruffalo omg ride love people fans made damn good video crissi,1
bhul dikhe gi bhi nahi ki desh ki ye kharab halat ke liye purani congress sarkar modi ji se jiyada javadar bhara,0
zeenewshindi visuddh congressi kyu padha rha hai bakwas baatien jara jaan lo ram ko pehle ram jo muni vashist ki,0
hemants ye moka b j p ko shayad ab kabhi nahi milega kyonki center congress aayegi hi nahi lekin p,0
mahende rahulgandhi ajj joot mat bolo modi bhakto modi year pm hai joot media photo insaniyat par,0
narendramodi jay jagannath pm namsker desh khus honge jay jagannath darsan hoga p,1
hinduteva aajtak maha moorkh andhe bhakt satya kabhi nahi marta hindi nahi aati kya ram satya hai iska arth,0
iamhamzaabbasi world cup jeeto naa jeeto pr dil jeeet lia ajao bhai wapis ajao awain ajao wapis goli maro cup,1
watersavingtipsbystramrahim saint dr msg water precious us dera sacha sauda sirsa,1
rickshawali bahut acchi picture hai mam looking beautiful picture outfit looking,1
rt hussorks akkians iss pagal aurat iamakankshya ko gaali mat warna feminism card ready hoga iska typical bakri,0
adishankaraa ankahi worryhinduism cannot removed vanishedadharma ki aaj tak jeet nahi hui hai log,0
tabriz misskatengo baybuhhh fav line isl days,1
narendramodi pmbhutan modi ji great mai apka bhkat hun apki madad chahiye please meri madad karo,1
krp syedjaf zarfofficial suhaibbadshahhh koi sabut ya kalpanik story wale hindu dharam ki tarah,1
raogajraj love fact even badhai ho roaring success still takes part tvf,1
pakksa one ambrinmaria nawaz chor ghadar,0
rt sza holding ur tongue exhausting feeling like never say right shit ever anyonee ahhhh dont give,0
dostonassalaam alaikum good evening aap jante hai hindutva wadi sangthan ko jay siya ram kahne se keyon parhez,0
dream band kr drama dream use nhi kr payenge toh khelunga kya bc tax kabhi kate ho tax gst sgst,0
congratulations honorable prime minister narendramodi ji super win proudly make united india,1
rt starkoish thats beautiful dhokebaaz wifey stan,0
kingsrk apni maa ki kamai khane wale https co vf iyz yxe iska jawab de wrna teri,0
itbp official tajinderbagga akshaykumar arjun sir aapne original song ko bhi piche chod diya hai thank,1
boy baby baba nahi tere equal ban jaunga ladki patane mein sanju ban jaunga shaadi karne bole feminist ban jaaung,0
gopal raftaar majorpoonia mamataofficial fir se bata kaun wala sri ram bjp wala ya hindu wala hume dar nahi,0
dhruv rathee someshjha bsdk haan desh mein crore bangladeshi aur rohingya bhi inhi log leke aaye hai desh ki,0
atheist krishna jagra kisi badi sajish ka hissa lag raha mujhe ye baad krishna ko fake news,0
shreytiwari rajatpraja nitinbhansali priyankagandhi lekin tumhe matlb ki baat isliye pta nhi chlti kyoki,0
jab job nahi de sakte tu program offer kiyun krwate,0
ajaypat rssorg sahi hai tum lalu ke supporter ho tumse aur umid bhi kya kar sakte hai jail,0
waglenikhil lagta kuch jyada hi jal gayi hutye waglenikhil ki burnol kam nahi karega bhai baraf lagana,0
kapilsharmak beingsalmankhan sonytv kapil sir bigggggggggggg fan salman kat dono ko best luck,1
waseembadami iftar ki transmission dekhen ge inshallah abi ibadat karnee,1
nitin gadkari narendramodi congratulations,1
deeptanagpal jitndr singh mum used lovely sabzi gavar,1
greetings dearest friend shri kuldeepsinh ji birthday maa aashapura bless lots love happ,1
rt ibis lounge tonight friday night live jahsung rocking best hiphop trap afrobeat dancehall,1
waglenikhil rotudu wagle ha ha ha enjoying even enjoyed election victory parasite,0
sandeep pt payal rohatgi ek baar apne pitaji se jake puchna ki galti gaali bakne wale ki h ya tere kaam gali khan,0
manojgajjar sikha kya tere bus ka hai hi nahi chutye se ghandu ghandu se modi ka bhi baap nikla hai tu bha,0
phir bhi ye journalist en logon ke full pressers dekhatay hain chor se haat milana fakhar samejte hain,0
andreaxcmch true hehehehe best luck diyan sa course mo finally fulfill dream,1
hussain nsharif maryamnsharif chor ky bachy daly lutairy daku sara paisy tho tum,0
tumko izzat raas nahi aati nah hum grannies ko ignor karne ki bahut try kar rahe hain lekin tum log inn manhoos,0
constantinusis unsuitablechori zaidi sunsson memeghnad vivekoberoi teri bhen ki chut mai ghus kye teri,0
devenrolly kapilsharmak beingsalmankhan sonytv saley tere jaise bhikhari ko kabhi apni aukat nahi,0
tarekfatah ibleees jin ko khush karny k ley yeh bakwas likhe hy wohi b gherat k bata rahy hen nothing wrong,0
baarish show finest performance thesharmanjoshi missed screen,1
laraib aisa keyon kah rahe hainin shaa allah ham sab salaamat rahengen allah agle ramzan se ham sab,1
desistupides rssurjewala incindia janta v modimay hai tabhi tum congressi chutiyo ko vote nahi diya unka v bhahi,0
rt aasshiiqq fake accounts bana loge par,0
myogiadityanath c sir big fan please sir develop,1
ani jab hum pura kiraya dete aur train late chalti khana kharab mile toilet ganda ho train saaf safai na,0
sanjay vidrohi good wish better,1
rt haseeb sayss fatima says happy bday fatima sorry late wish cuz ibadat ki raat thi toh abi free huwa dua zarur,1
srabantismile fan never miss film jalsha movie ie fande poriya boga kande kelor,1
tumhari sabha tumhari gandagi sun kar vote bjp ko diye soch es aadami ko bahut diyaa baap ko diya jail ga,0
newrikarashi imagine sing,1
srkuniverse apna desh ko lekar movie kariye e topic ishi time,1
hoy ang cute mu hehehehe vv clear na u wont crush back di naman na tayo moots anyway nice life,1
happy birthday p fluke wish good health khrab projects come na life full bounty,1
bit late yearchallenge happy birthday g insha allah many years come filled nothi,1
skswajiha sale nallo ko free ka net mila hua apne ako bahot bada critics samjhne lagte h unhe ye nhi pata jo insan,0
rjsadiasattar manzoor sajadhaider proud among future leaders pakistan,1
addi salman ranveer sachme good hai wanted cheated anushka blessed wt best happy,1
iamzzeeshan asadowaisi telangana say inki isliye jalti hai hum ko ghass nahi dalte inki daal nahi galti idar b,0
anjanaomkashyap atal ji na jaisa hmara desh ka gorav bdhaya onki hi raho pr h hmara pm modi ji,1
rozsharma rohit bhaiiiii way u keep india side every friday pakistani media,1
nadir pakao hello nadir bhai love india yar aapka mai fan ho gya u,1
great win namoagain people india unterstands capable pm desh ab trakki ki rah pe gya hai ha,1
lkb shamshad khan dilsedesh chup saale bhagt ki aulad rss ki nazayz aulad haram khor abhi ka hai samjha,0
santoshvish aojhaaap sanjayazadsln agar adjast nahi hota ham log pakistan chale jate hmare purwajo ne hin,0
papaji feb ko bhi jahazo ka jhund aya tha sirf jf ne maa chood di pory india,0
theskindoctor shefvaidya ye jyadatar anti modi log anti national kyun hote hai fir bola pakistan chale jaao toh,0
indic mangifera libtards ko jalte dekhne k liye koi bhi bahana ho sahi hai waise tumhare pakistan imran khan,0
boy flawzz sample dala hai majak udaya gaya nahi,1
misspaswan aajtak chutiye modi ki chaat chaatke tu idhar tak pohoch gaya saale sex change,0
rt sangeeta one week wait bhaijan fan salman khan always ready introduce new comers,1
mamataofficial jai shree ram har har mahdev amit shah home minister aa gaya hai jara vo bangal ki file,1
e gazi aukat fikra mat kar gaji baar tumhe yaha per mandir jarur najar aayega ye tu hinduo ko kafir b,0
ashu chdry kansaratva lostbywaves book first semester honest,1
akdwaaz bjp ki jeet ki wajah sirf yahi thi ke opposition aur musalmano ke rehnuma musalmano faile hue called,0
sehrankhan hernameis bea iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p,0
jagrukindian rahulgandhi ye bjp cell congress wale kya kar rhe h kahin ye ek hi naami parivar ke,0
anjanaomkashyap mayachauha media wale agar congress se kadak sawal karle woh bjp ke dalal kehlate hai au,0
rt dead enside,1
alimohammed shahzofficiall beingsultan jerseyno teri buddhe criminal ka thik se khada vi nahi hota,0
rt gptripa amethi bjp leader ki hatya ka atal sena ninda karti hai bjp evm atal sena ke ksrykataon,1
talkon yeah thinks latest spineless bootlicker fact comic tv show namo world,0
bideshi media ko kharidne ki aukat nahi aur taqut nahi jyadatar indian media pichwara chatne mahir hai,0
sbond ani mere bhai yah shariyath tho pahele se hi india may sirf muslims ke liyah hai aur rahegi inshallah,1
shame word unknown even say shame lanat hai aap k mounh per wesey,0
rt gautamgupta tinder india amalfiyatchweek meri jcb kismat hai lkin itni buri bhi nhi ki tum muje,0
arunjaitley oehle kya jhande gaad rakhe hain jaitely ne note bandi fail gst fail toh usse dobara vitt,0
kamaalrkhan narendramodi bin pende ka lota tere jaise aadmi ko hi bolte hain bhagode saale smuggling kar,0
sanjibarya atharva tiwariramk tseries loooool aur bc duniya mei ek desh hai jisme,0
pdcmdofficial sir jo siyasi daku jaise nawaz shareef zardari enko aise tareek pe tareek deke chor dete k,0
rssurjewala ye modi ke chamche sudhrenge nhi modi agar zehar bhi dega ye kahenge aapne bhi daru pilayi thi ye,0
bahut sunder saraahniya prashansaniya tatha abhinandniya prerak avismarniya vyaktitva ho aapko anant mangalmayi sub,1
ap k liye jo bhi kahun km hai thanks always hardships better know deal,1
one island greatest sporting successes talk celebrate enough history,1
dr kpyadav rampalsingh bjp kp bhaiya zanta ko aapse bhut ummeed h aap h ki aap kam karoge orr modi ji k visvas,1
royal bhargav sale kasai hadi narad tere jaiso ne hi desh ki phle aisi tesi ki hinduo ko aaps bhida kar,0
aizawasei saying h alpha saying rjrsva alpha bhagawan alpha targi,0
pokershash humor jigneshmevani ye behn ka loda shahid afridi ko janta hoga jo ki iska abba h gautam,0
tanusream armaanmalik khud ko oversmart smjhti h ye ladki dusron p bolti h khud ko nae dekhti sure,0
rt sarojka anantdev rajeshmadaan hindu devi devtaon ka apman sadhu santo ko jail hindu tyoharo pr,0
dhongacharyeji modiji ko news channel valo ne nhi desh ki rastravadi janta ne jitaya hai vikash ki jit hui hai de,1
